,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
117,mobileOG_000062026|NGR_a00170|WP_023383749.1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.6,420,251,3.03e-150,213,40,251,1,212,mobileOG_000062026,NGR_a00170,WP_023383749.1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000062026_NODE_50_length_701_cov_130.171474
118,mobileOG_000276386|NGR_a00170|A0A0Q0CRZ5|integration/excision|NA|ISFinder|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.1,420,251,4.30e-150,213,40,251,1,212,mobileOG_000276386,NGR_a00170,A0A0Q0CRZ5,integration/excision,NA,ISFinder,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000276386_NODE_50_length_701_cov_130.171474
119,mobileOG_000047497|NGR_a00170|WP_060403177.1|integration/excision|NA|COMPASS|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.6,419,234,6.69e-150,213,24,234,2,212,mobileOG_000047497,NGR_a00170,WP_060403177.1,integration/excision,NA,COMPASS,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000047497_NODE_50_length_701_cov_130.171474
120,mobileOG_000280506|NGR_a00170|WP_060403177.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.6,419,251,1.23e-149,213,41,251,2,212,mobileOG_000280506,NGR_a00170,WP_060403177.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000280506_NODE_50_length_701_cov_130.171474
121,mobileOG_000064594|NGR_a00170|WP_019437298.1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.1,417,251,5.02e-149,213,41,251,2,212,mobileOG_000064594,NGR_a00170,WP_019437298.1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000064594_NODE_50_length_701_cov_130.171474
122,mobileOG_000357343|NGR_a00170|WP_138962891.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,97.6,416,251,1.44e-148,213,40,251,1,212,mobileOG_000357343,NGR_a00170,WP_138962891.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000357343_NODE_50_length_701_cov_130.171474
123,mobileOG_000047537|NGR_a00170|WP_060402572.1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,96.2,414,251,1.18e-147,213,40,251,1,212,mobileOG_000047537,NGR_a00170,WP_060402572.1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000047537_NODE_50_length_701_cov_130.171474
124,mobileOG_000033988|NGR_a00170|WP_011077977.1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,95.8,411,251,9.70e-147,213,40,251,1,212,mobileOG_000033988,NGR_a00170,WP_011077977.1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000033988_NODE_50_length_701_cov_130.171474
125,mobileOG_000280489|NGR_a00170|A0A2N5B9G1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,95.8,410,251,2.78e-146,213,40,251,1,212,mobileOG_000280489,NGR_a00170,A0A2N5B9G1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000280489_NODE_50_length_701_cov_130.171474
126,mobileOG_000047270|NGR_a00170|WP_034000379.1|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,95.8,409,251,1.13e-145,213,40,251,1,212,mobileOG_000047270,NGR_a00170,WP_034000379.1,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000047270_NODE_50_length_701_cov_130.171474
127,mobileOG_000280499|NGR_a00170|A0A0P7DEA7|integration/excision|NA|Plasmid RefSeq|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,94.8,408,251,2.28e-145,213,40,251,1,212,mobileOG_000280499,NGR_a00170,A0A0P7DEA7,integration/excision,NA,Plasmid RefSeq,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000280499_NODE_50_length_701_cov_130.171474
128,mobileOG_000361687|NGR_a00170|WP_138962861.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,95.3,407,251,4.60e-145,213,40,251,1,212,mobileOG_000361687,NGR_a00170,WP_138962861.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000361687_NODE_50_length_701_cov_130.171474
129,mobileOG_000033328|NGR_a00170|Q1HA07|integration/excision|NA|Multiple|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,90.1,387,251,2.72e-137,213,40,251,1,212,mobileOG_000033328,NGR_a00170,Q1HA07,integration/excision,NA,Multiple,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000033328_NODE_50_length_701_cov_130.171474
130,mobileOG_000064594|NGR_a00170|WP_019437298.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,96.9,123,251,8.88e-36,64,1,64,1,64,mobileOG_000064594,NGR_a00170,WP_019437298.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000064594_NODE_53_length_533_cov_173.462719
131,mobileOG_000276413|NGR_a00170|A0A1L5ZLJ0|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,96.9,123,251,8.88e-36,64,1,64,1,64,mobileOG_000276413,NGR_a00170,A0A1L5ZLJ0,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000276413_NODE_53_length_533_cov_173.462719
132,mobileOG_000357343|NGR_a00170|WP_138962891.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,96.9,123,251,8.88e-36,64,1,64,1,64,mobileOG_000357343,NGR_a00170,WP_138962891.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000357343_NODE_53_length_533_cov_173.462719
133,mobileOG_000276411|NGR_a00170|A0A2V0R4Z9|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,95.3,122,251,1.77e-35,64,1,64,1,64,mobileOG_000276411,NGR_a00170,A0A2V0R4Z9,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000276411_NODE_53_length_533_cov_173.462719
134,mobileOG_000062026|NGR_a00170|WP_023383749.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,95.3,122,251,3.54e-35,64,1,64,1,64,mobileOG_000062026,NGR_a00170,WP_023383749.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000062026_NODE_53_length_533_cov_173.462719
135,mobileOG_000276386|NGR_a00170|A0A0Q0CRZ5|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,93.8,121,251,7.06e-35,64,1,64,1,64,mobileOG_000276386,NGR_a00170,A0A0Q0CRZ5,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000276386_NODE_53_length_533_cov_173.462719
136,mobileOG_000280506|NGR_a00170|WP_060403177.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,93.8,120,251,9.98e-35,64,1,64,1,64,mobileOG_000280506,NGR_a00170,WP_060403177.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000280506_NODE_53_length_533_cov_173.462719
137,mobileOG_000361687|NGR_a00170|WP_138962861.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,93.8,120,251,1.99e-34,64,1,64,1,64,mobileOG_000361687,NGR_a00170,WP_138962861.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000361687_NODE_53_length_533_cov_173.462719
138,mobileOG_000047537|NGR_a00170|WP_060402572.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,90.6,119,251,5.61e-34,64,1,64,1,64,mobileOG_000047537,NGR_a00170,WP_060402572.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000047537_NODE_53_length_533_cov_173.462719
139,mobileOG_000280489|NGR_a00170|A0A2N5B9G1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,93.8,118,251,7.93e-34,64,1,64,1,64,mobileOG_000280489,NGR_a00170,A0A2N5B9G1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000280489_NODE_53_length_533_cov_173.462719
140,mobileOG_000280499|NGR_a00170|A0A0P7DEA7|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,93.8,118,251,7.93e-34,64,1,64,1,64,mobileOG_000280499,NGR_a00170,A0A0P7DEA7,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000280499_NODE_53_length_533_cov_173.462719
141,mobileOG_000047270|NGR_a00170|WP_034000379.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_1 # 3 # 194 # -1 # ID=53_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,90.6,116,251,4.45e-33,64,1,64,1,64,mobileOG_000047270,NGR_a00170,WP_034000379.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_1, 3 # 194 # -1 , 3,194,-1 ,53_1,53,1,10,ATG,AGGAG,5-10bp,0.609,NODE_53_length_533_cov_173.462719,mobileOG_000047270_NODE_53_length_533_cov_173.462719
142,mobileOG_000064595|NGR_a00180|WP_019437297.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,98.1,219,504,1.17e-69,107,399,504,1,106,mobileOG_000064595,NGR_a00180,WP_019437297.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000064595_NODE_53_length_533_cov_173.462719
143,mobileOG_000276412|NGR_a00180|A0A2G9KTL6|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,97.2,219,504,1.66e-69,107,399,504,1,106,mobileOG_000276412,NGR_a00180,A0A2G9KTL6,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000276412_NODE_53_length_533_cov_173.462719
144,mobileOG_000054788|NGR_a00180|A0A059V6G3|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,97.2,217,504,6.53e-69,107,399,504,1,106,mobileOG_000054788,NGR_a00180,A0A059V6G3,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000054788_NODE_53_length_533_cov_173.462719
145,mobileOG_000303121|NGR_a00180|A0A0P7D1W2|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,97.2,217,504,6.53e-69,107,399,504,1,106,mobileOG_000303121,NGR_a00180,A0A0P7D1W2,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000303121_NODE_53_length_533_cov_173.462719
146,mobileOG_000276410|NGR_a00180|A0A3M4K943|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,96.2,217,504,9.20e-69,107,399,504,1,106,mobileOG_000276410,NGR_a00180,A0A3M4K943,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000276410_NODE_53_length_533_cov_173.462719
147,mobileOG_000047538|NGR_a00180|WP_005740312.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,97.2,216,504,1.30e-68,107,399,504,1,106,mobileOG_000047538,NGR_a00180,WP_005740312.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000047538_NODE_53_length_533_cov_173.462719
148,mobileOG_000316403|NGR_a00180|WP_121757886.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,215,501,4.78e-68,107,396,501,1,106,mobileOG_000316403,NGR_a00180,WP_121757886.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000316403_NODE_53_length_533_cov_173.462719
149,mobileOG_000047269|NGR_a00180|WP_034000381.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,215,504,5.11e-68,107,399,504,1,106,mobileOG_000047269,NGR_a00180,WP_034000381.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000047269_NODE_53_length_533_cov_173.462719
150,mobileOG_000056150|NGR_a00180|WP_041771204.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,215,504,5.11e-68,107,399,504,1,106,mobileOG_000056150,NGR_a00180,WP_041771204.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000056150_NODE_53_length_533_cov_173.462719
151,mobileOG_000276339|NGR_a00180|WP_011077976.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,215,509,5.72e-68,107,404,509,1,106,mobileOG_000276339,NGR_a00180,WP_011077976.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000276339_NODE_53_length_533_cov_173.462719
152,mobileOG_000330730|NGR_a00180|WP_138962863.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,214,504,7.21e-68,107,399,504,1,106,mobileOG_000330730,NGR_a00180,WP_138962863.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000330730_NODE_53_length_533_cov_173.462719
153,mobileOG_000348204|NGR_a00180|WP_150345780.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,213,504,4.00e-67,107,399,504,1,106,mobileOG_000348204,NGR_a00180,WP_150345780.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000348204_NODE_53_length_533_cov_173.462719
154,mobileOG_000276385|NGR_a00180|A0A0Q0C807|integration/excision|NA|ISFinder|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,95.3,212,504,7.94e-67,107,399,504,1,106,mobileOG_000276385,NGR_a00180,A0A0Q0C807,integration/excision,NA,ISFinder,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000276385_NODE_53_length_533_cov_173.462719
155,mobileOG_000062027|NGR_a00180|WP_023383750.1|integration/excision|NA|Multiple|Homology,NODE_53_length_533_cov_173.462719_2 # 213 # 533 # -1 # ID=53_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657,93.4,210,504,4.40e-66,107,399,504,1,106,mobileOG_000062027,NGR_a00180,WP_023383750.1,integration/excision,NA,Multiple,Homology,NODE_53_length_533_cov_173.462719_2, 213 # 533 # -1 , 213,533,-1 ,53_2,53,2,01,Edge,None,None,0.657,NODE_53_length_533_cov_173.462719,mobileOG_000062027_NODE_53_length_533_cov_173.462719
156,mobileOG_000054792|BQ2027_MB1076;|A0A1Y5L0D5|integration/excision|NA|Multiple|Homology,NODE_70_length_259_cov_115.093407_1 # 107 # 259 # 1 # ID=70_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556,100,104,398,1.56e-27,51,1,51,1,51,mobileOG_000054792,BQ2027_MB1076;,A0A1Y5L0D5,integration/excision,NA,Multiple,Homology,NODE_70_length_259_cov_115.093407_1, 107 # 259 # 1 , 107,259,1 ,70_1,70,1,01,ATG,GGA/GAG/AGG,5-10bp,0.556,NODE_70_length_259_cov_115.093407,mobileOG_000054792_NODE_70_length_259_cov_115.093407
157,mobileOG_000298465|BQ2027_MB1076;|S2K6D0|integration/excision|NA|Plasmid RefSeq|Homology,NODE_70_length_259_cov_115.093407_1 # 107 # 259 # 1 # ID=70_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556,100,104,398,1.56e-27,51,1,51,1,51,mobileOG_000298465,BQ2027_MB1076;,S2K6D0,integration/excision,NA,Plasmid RefSeq,Homology,NODE_70_length_259_cov_115.093407_1, 107 # 259 # 1 , 107,259,1 ,70_1,70,1,01,ATG,GGA/GAG/AGG,5-10bp,0.556,NODE_70_length_259_cov_115.093407,mobileOG_000298465_NODE_70_length_259_cov_115.093407
